TOA5	CR300Series	CR300	1475	CR300.Std.02.00	CPU:ottpls_cr300.CR300	7395	Table1
TIMESTAMP	RECORD	Water_Level_cm	Water_Temp_C				
TS	RN	centimeter	degrees Celsius				
		Smp	Smp				
19/10/2022 16:00	2067	NAN	3.918				
19/10/2022 16:30	2068	NAN	3.918				
19/10/2022 17:00	2069	NAN	3.918				
19/10/2022 17:30	2070	NAN	3.918				
19/10/2022 18:00	2071	NAN	3.918				
19/10/2022 18:30	2072	NAN	3.918				
19/10/2022 19:00	2073	NAN	3.918				
19/10/2022 19:30	2074	NAN	3.918				
19/10/2022 20:00	2075	NAN	3.918				
19/10/2022 20:30	2076	NAN	3.918				
19/10/2022 21:00	2077	NAN	3.918				
19/10/2022 21:30	2078	NAN	3.918				
19/10/2022 22:00	2079	NAN	3.918				
19/10/2022 22:30	2080	NAN	3.918				
19/10/2022 23:00	2081	NAN	3.918				
19/10/2022 23:30	2082	NAN	3.918				
20/10/2022 0:00	2083	NAN	3.918				
20/10/2022 0:30	2084	NAN	3.918				
20/10/2022 1:00	2085	NAN	3.918				
20/10/2022 1:30	2086	NAN	3.918				
20/10/2022 2:00	2087	NAN	3.918				
20/10/2022 2:30	2088	NAN	3.918				
20/10/2022 3:00	2089	NAN	3.918				
20/10/2022 3:30	2090	NAN	3.918				
20/10/2022 4:00	2091	NAN	3.918				
20/10/2022 4:30	2092	NAN	3.918				
20/10/2022 5:00	2093	NAN	3.918				
20/10/2022 5:30	2094	NAN	3.918				
20/10/2022 6:00	2095	NAN	3.918				
20/10/2022 6:30	2096	NAN	3.918				
20/10/2022 7:00	2097	NAN	3.918				
20/10/2022 7:30	2098	NAN	3.918				
20/10/2022 8:00	2099	NAN	3.918				
20/10/2022 8:30	2100	NAN	3.918				
20/10/2022 9:00	2101	NAN	3.918				
20/10/2022 9:30	2102	NAN	3.918				
20/10/2022 10:00	2103	NAN	3.918				
20/10/2022 10:30	2104	NAN	3.918				
20/10/2022 11:00	2105	NAN	3.918				
20/10/2022 11:30	2106	NAN	3.918				
20/10/2022 12:00	2107	NAN	3.918				
20/10/2022 12:30	2108	NAN	3.918				
20/10/2022 13:00	2109	NAN	3.918				
20/10/2022 13:30	2110	NAN	3.918				
20/10/2022 14:00	2111	NAN	3.918				
20/10/2022 14:30	2112	NAN	3.918				
20/10/2022 15:00	2113	NAN	3.918				
20/10/2022 15:30	2114	NAN	3.918				
20/10/2022 16:00	2115	NAN	3.918				
20/10/2022 16:30	2116	NAN	3.918				
20/10/2022 17:00	2117	NAN	3.918				
20/10/2022 17:30	2118	NAN	3.918				
20/10/2022 18:00	2119	NAN	3.918				
20/10/2022 18:30	2120	NAN	3.918				
20/10/2022 19:00	2121	NAN	3.918				
20/10/2022 19:30	2122	NAN	3.918				
20/10/2022 20:00	2123	NAN	3.918				
20/10/2022 20:30	2124	NAN	3.918				
20/10/2022 21:00	2125	NAN	3.918				
20/10/2022 21:30	2126	NAN	3.918				
20/10/2022 22:00	2127	NAN	3.918				
20/10/2022 22:30	2128	NAN	3.918				
20/10/2022 23:00	2129	NAN	3.918				
20/10/2022 23:30	2130	NAN	3.918				
21/10/2022 0:00	2131	NAN	3.918				
21/10/2022 0:30	2132	NAN	3.918				
21/10/2022 1:00	2133	NAN	3.918				
21/10/2022 1:30	2134	NAN	3.918				
21/10/2022 2:00	2135	NAN	3.918				
21/10/2022 2:30	2136	NAN	3.918				
21/10/2022 3:00	2137	NAN	3.918				
21/10/2022 3:30	2138	NAN	3.918				
21/10/2022 4:00	2139	NAN	3.918				
21/10/2022 4:30	2140	NAN	3.918				
21/10/2022 5:00	2141	NAN	3.918				
21/10/2022 5:30	2142	NAN	3.918				
21/10/2022 6:00	2143	NAN	3.918				
21/10/2022 6:30	2144	NAN	3.918				
21/10/2022 7:00	2145	NAN	3.918				
21/10/2022 7:30	2146	NAN	3.918				
21/10/2022 8:00	2147	NAN	3.918				
21/10/2022 8:30	2148	NAN	3.918				
21/10/2022 9:00	2149	NAN	3.918				
21/10/2022 9:30	2150	NAN	3.918				
21/10/2022 10:00	2151	NAN	3.918				
21/10/2022 10:30	2152	NAN	3.918				
21/10/2022 11:00	2153	NAN	3.918				
21/10/2022 11:30	2154	NAN	3.918				
21/10/2022 12:00	2155	NAN	3.918				
21/10/2022 12:30	2156	NAN	3.918				
21/10/2022 13:00	2157	NAN	3.918				
21/10/2022 13:30	2158	NAN	3.918				
21/10/2022 14:00	2159	NAN	3.918				
21/10/2022 14:30	2160	NAN	3.918				
21/10/2022 15:00	2161	NAN	3.918				
21/10/2022 15:30	2162	NAN	3.918				
21/10/2022 16:00	2163	NAN	3.918				
21/10/2022 16:30	2164	NAN	3.918				
21/10/2022 17:00	2165	NAN	3.918				
21/10/2022 17:30	2166	NAN	3.918				
21/10/2022 18:00	2167	NAN	3.918				
21/10/2022 18:30	2168	NAN	3.918				
21/10/2022 19:00	2169	NAN	3.918				
21/10/2022 19:30	2170	NAN	3.918				
21/10/2022 20:00	2171	NAN	3.918				
21/10/2022 20:30	2172	NAN	3.918				
21/10/2022 21:00	2173	NAN	3.918				
21/10/2022 21:30	2174	NAN	3.918				
21/10/2022 22:00	2175	NAN	3.918				
21/10/2022 22:30	2176	NAN	3.918				
21/10/2022 23:00	2177	NAN	3.918				
21/10/2022 23:30	2178	NAN	3.918				
22/10/2022 0:00	2179	NAN	3.918				
22/10/2022 0:30	2180	NAN	3.918				
22/10/2022 1:00	2181	NAN	3.918				
22/10/2022 1:30	2182	NAN	3.918				
22/10/2022 2:00	2183	NAN	3.918				
22/10/2022 2:30	2184	NAN	3.918				
22/10/2022 3:00	2185	NAN	3.918				
22/10/2022 3:30	2186	NAN	3.918				
22/10/2022 4:00	2187	NAN	3.918				
22/10/2022 4:30	2188	NAN	3.918				
22/10/2022 5:00	2189	NAN	3.918				
22/10/2022 5:30	2190	NAN	3.918				
22/10/2022 6:00	2191	NAN	3.918				
22/10/2022 6:30	2192	NAN	3.918				
22/10/2022 7:00	2193	NAN	3.918				
22/10/2022 7:30	2194	NAN	3.918				
22/10/2022 8:00	2195	NAN	3.918				
22/10/2022 8:30	2196	NAN	3.918				
22/10/2022 9:00	2197	NAN	3.918				
22/10/2022 9:30	2198	NAN	3.918				
22/10/2022 10:00	2199	NAN	3.918				
22/10/2022 10:30	2200	NAN	3.918				
22/10/2022 11:00	2201	NAN	3.918				
22/10/2022 11:30	2202	NAN	3.918				
22/10/2022 12:00	2203	NAN	3.918				
22/10/2022 12:30	2204	NAN	3.918				
22/10/2022 13:00	2205	NAN	3.918				
22/10/2022 13:30	2206	NAN	3.918				
22/10/2022 14:00	2207	NAN	3.918				
22/10/2022 14:30	2208	NAN	3.918				
22/10/2022 15:00	2209	NAN	3.918				
22/10/2022 15:30	2210	NAN	3.918				
22/10/2022 16:00	2211	NAN	3.918				
22/10/2022 16:30	2212	NAN	3.918				
22/10/2022 17:00	2213	NAN	3.918				
22/10/2022 17:30	2214	NAN	3.918				
22/10/2022 18:00	2215	NAN	3.918				
22/10/2022 18:30	2216	NAN	3.918				
22/10/2022 19:00	2217	NAN	3.918				
22/10/2022 19:30	2218	NAN	3.918				
22/10/2022 20:00	2219	NAN	3.918				
22/10/2022 20:30	2220	NAN	3.918				
22/10/2022 21:00	2221	NAN	3.918				
22/10/2022 21:30	2222	NAN	3.918				
22/10/2022 22:00	2223	NAN	3.918				
22/10/2022 22:30	2224	NAN	3.918				
22/10/2022 23:00	2225	NAN	3.918				
22/10/2022 23:30	2226	NAN	3.918				
23/10/2022 0:00	2227	NAN	3.918				
23/10/2022 0:30	2228	NAN	3.918				
23/10/2022 1:00	2229	NAN	3.918				
23/10/2022 1:30	2230	NAN	3.918				
23/10/2022 2:00	2231	NAN	3.918				
23/10/2022 2:30	2232	NAN	3.918				
23/10/2022 3:00	2233	NAN	3.918				
23/10/2022 3:30	2234	NAN	3.918				
23/10/2022 4:00	2235	NAN	3.918				
23/10/2022 4:30	2236	NAN	3.918				
23/10/2022 5:00	2237	NAN	3.918				
23/10/2022 5:30	2238	NAN	3.918				
23/10/2022 6:00	2239	NAN	3.918				
23/10/2022 6:30	2240	NAN	3.918				
23/10/2022 7:00	2241	NAN	3.918				
23/10/2022 7:30	2242	NAN	3.918				
23/10/2022 8:00	2243	NAN	3.918				
23/10/2022 8:30	2244	NAN	3.918				
23/10/2022 9:00	2245	NAN	3.918				
23/10/2022 9:30	2246	NAN	3.918				
23/10/2022 10:00	2247	NAN	3.918				
23/10/2022 10:30	2248	NAN	3.918				
23/10/2022 11:00	2249	NAN	3.918				
23/10/2022 11:30	2250	NAN	3.918				
23/10/2022 12:00	2251	NAN	3.918				
23/10/2022 12:30	2252	NAN	3.918				
23/10/2022 13:00	2253	NAN	3.918				
23/10/2022 13:30	2254	NAN	3.918				
23/10/2022 14:00	2255	NAN	3.918				
23/10/2022 14:30	2256	NAN	3.918				
23/10/2022 15:00	2257	NAN	3.918				
23/10/2022 15:30	2258	NAN	3.918				
23/10/2022 16:00	2259	NAN	3.918				
23/10/2022 16:30	2260	NAN	3.918				
23/10/2022 17:00	2261	NAN	3.918				
23/10/2022 17:30	2262	NAN	3.918				
23/10/2022 18:00	2263	NAN	3.918				
23/10/2022 18:30	2264	NAN	3.918				
23/10/2022 19:00	2265	NAN	3.918				
23/10/2022 19:30	2266	NAN	3.918				
23/10/2022 20:00	2267	NAN	3.918				
23/10/2022 20:30	2268	NAN	3.918				
23/10/2022 21:00	2269	NAN	3.918				
23/10/2022 21:30	2270	NAN	3.918				
23/10/2022 22:00	2271	NAN	3.918				
23/10/2022 22:30	2272	NAN	3.918				
23/10/2022 23:00	2273	NAN	3.918				
23/10/2022 23:30	2274	NAN	3.918				
24/10/2022 0:00	2275	NAN	3.918				
24/10/2022 0:30	2276	NAN	3.918				
24/10/2022 1:00	2277	NAN	3.918				
24/10/2022 1:30	2278	NAN	3.918				
24/10/2022 2:00	2279	NAN	3.918				
24/10/2022 2:30	2280	NAN	3.918				
24/10/2022 3:00	2281	NAN	3.918				
24/10/2022 3:30	2282	NAN	3.918				
24/10/2022 4:00	2283	NAN	3.918				
24/10/2022 4:30	2284	NAN	3.918				
24/10/2022 5:00	2285	NAN	3.918				
24/10/2022 5:30	2286	NAN	3.918				
24/10/2022 6:00	2287	NAN	3.918				
24/10/2022 6:30	2288	NAN	3.918				
24/10/2022 7:00	2289	NAN	3.918				
24/10/2022 7:30	2290	NAN	3.918				
24/10/2022 8:00	2291	NAN	3.918				
24/10/2022 8:30	2292	NAN	3.918				
24/10/2022 9:00	2293	NAN	3.918				
24/10/2022 9:30	2294	NAN	3.918				
24/10/2022 10:00	2295	NAN	3.918				
24/10/2022 10:30	2296	NAN	3.918				
24/10/2022 11:00	2297	NAN	3.918				
24/10/2022 11:30	2298	NAN	3.918				
24/10/2022 12:00	2299	NAN	3.918				
24/10/2022 12:30	2300	NAN	3.918				
24/10/2022 13:00	2301	NAN	3.918				
24/10/2022 13:30	2302	NAN	3.918				
24/10/2022 14:00	2303	NAN	3.918				
24/10/2022 14:30	2304	NAN	3.918				
24/10/2022 15:00	2305	NAN	3.918				
24/10/2022 15:30	2306	NAN	3.918				
24/10/2022 16:00	2307	NAN	3.918				
24/10/2022 16:30	2308	NAN	3.918				
24/10/2022 17:00	2309	NAN	3.918				
24/10/2022 17:30	2310	NAN	3.918				
24/10/2022 18:00	2311	NAN	3.918				
24/10/2022 18:30	2312	NAN	3.918				
24/10/2022 19:00	2313	NAN	3.918				
24/10/2022 19:30	2314	NAN	3.918				
24/10/2022 20:00	2315	NAN	3.918				
24/10/2022 20:30	2316	NAN	3.918				
24/10/2022 21:00	2317	NAN	3.918				
24/10/2022 21:30	2318	NAN	3.918				
24/10/2022 22:00	2319	NAN	3.918				
24/10/2022 22:30	2320	NAN	3.918				
24/10/2022 23:00	2321	NAN	3.918				
24/10/2022 23:30	2322	NAN	3.918				
25/10/2022 0:00	2323	NAN	3.918				
25/10/2022 0:30	2324	NAN	3.918				
25/10/2022 1:00	2325	NAN	3.918				
25/10/2022 1:30	2326	NAN	3.918				
25/10/2022 2:00	2327	NAN	3.918				
25/10/2022 2:30	2328	NAN	3.918				
25/10/2022 3:00	2329	NAN	3.918				
25/10/2022 3:30	2330	NAN	3.918				
25/10/2022 4:00	2331	NAN	3.918				
25/10/2022 4:30	2332	NAN	3.918				
25/10/2022 5:00	2333	NAN	3.918				
25/10/2022 5:30	2334	NAN	3.918				
25/10/2022 6:00	2335	NAN	3.918				
25/10/2022 6:30	2336	NAN	3.918				
25/10/2022 7:00	2337	NAN	3.918				
25/10/2022 7:30	2338	NAN	3.918				
25/10/2022 8:00	2339	NAN	3.918				
25/10/2022 8:30	2340	NAN	3.918				
25/10/2022 9:00	2341	NAN	3.918				
25/10/2022 9:30	2342	NAN	3.918				
25/10/2022 10:00	2343	NAN	3.918				
25/10/2022 10:30	2344	NAN	3.918				
25/10/2022 11:00	2345	NAN	3.918				
25/10/2022 11:30	2346	NAN	3.918				
25/10/2022 12:00	2347	NAN	3.918				
25/10/2022 12:30	2348	NAN	3.918				
25/10/2022 13:00	2349	NAN	3.918				
25/10/2022 13:30	2350	NAN	3.918				
25/10/2022 14:00	2351	NAN	3.918				
25/10/2022 14:30	2352	NAN	3.918				
25/10/2022 15:00	2353	NAN	3.918				
25/10/2022 15:30	2354	NAN	3.918				
25/10/2022 16:00	2355	NAN	3.918				
25/10/2022 16:30	2356	NAN	3.918				
25/10/2022 17:00	2357	NAN	3.918				
25/10/2022 17:30	2358	NAN	3.918				
25/10/2022 18:00	2359	NAN	3.918				
25/10/2022 18:30	2360	NAN	3.918				
25/10/2022 19:00	2361	NAN	3.918				
25/10/2022 19:30	2362	NAN	3.918				
25/10/2022 20:00	2363	NAN	3.918				
25/10/2022 20:30	2364	NAN	3.918				
25/10/2022 21:00	2365	NAN	3.918				
25/10/2022 21:30	2366	NAN	3.918				
25/10/2022 22:00	2367	NAN	3.918				
25/10/2022 22:30	2368	NAN	3.918				
25/10/2022 23:00	2369	NAN	3.918				
25/10/2022 23:30	2370	NAN	3.918				
26/10/2022 0:00	2371	NAN	3.918				
26/10/2022 0:30	2372	NAN	3.918				
26/10/2022 1:00	2373	NAN	3.918				
26/10/2022 1:30	2374	NAN	3.918				
26/10/2022 2:00	2375	NAN	3.918				
26/10/2022 2:30	2376	NAN	3.918				
26/10/2022 3:00	2377	NAN	3.918				
26/10/2022 3:30	2378	NAN	3.918				
26/10/2022 4:00	2379	NAN	3.918				
26/10/2022 4:30	2380	NAN	3.918				
26/10/2022 5:00	2381	NAN	3.918				
26/10/2022 5:30	2382	NAN	3.918				
26/10/2022 6:00	2383	NAN	3.918				
26/10/2022 6:30	2384	NAN	3.918				
26/10/2022 7:00	2385	NAN	3.918				
26/10/2022 7:30	2386	21.5	2.824				
26/10/2022 8:00	2387	21.27	2.845				
26/10/2022 8:30	2388	21.25	3.081				
26/10/2022 9:00	2389	21.46	3.324				
26/10/2022 9:30	2390	21.29	3.509				
26/10/2022 10:00	2391	21.33	3.741				
26/10/2022 10:30	2392	21.54	4.001				
26/10/2022 11:00	2393	21.41	4.163				
26/10/2022 11:30	2394	NAN	4.275				
