TOA5	CR3000	CR3000	6126	CR3000.Std.22	CPU:EMAM_Echaurren_2022sep.CR3	39792	Echaurren_prom											
TIMESTAMP	RECORD	batt_volt_Min	short_up_Avg	short_dn_Avg	long_up_corr_Avg	long_dn_corr_Avg	WinVel_Avg	WinDir_Avg	Taire_Avg	Haire_Avg	T_Aspirado_Avg	H_Aspirado_Avg	BP_hPA_Avg	T_Sup_Avg	DetectorTC_Avg	ejex_Avg	ejey_Avg	Profundidad_Avg
TS	RN	volts	W/m^2	W/m^2	W/m^2	W/m^2	m/s	grados	c	%	c	%	hPA			grados	grados	m
		Min	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg
26/09/2022 19:00	0	12.85	3.445.374	4.398.437	3.297.191	3.923.436	0.746	201.2	16.43	51.82	1.667.477	5.303.327	955	1.496.115	1.676.955	1.202	3.748	0.604
26/09/2022 20:00	1	12.78	7.047.548	2.238.031	3.352.895	3.834.369	0.188	208.4	15.13	57.47	1.534.926	5.885.941	955	1.327.987	1.540.228	1.227	3.603	0.364
26/09/2022 21:00	2	12.74	-1.882.055	1.880.161	3.350.522	3.756.496	0.23	151.6	13.97	62.42	1.416.843	63.978	955	1.178.652	1.409.225	1.237	3.589	0.364
26/09/2022 22:00	3	12.71	-1.010.222	2.173.594	3.338.705	3.711.124	0.185	207.8	13.39	64.59	1.353.476	6.633.786	955	1.087.607	1.330.422	1.264	3.591	0.364
26/09/2022 23:00	4	12.68	-0.6800967	1.935.929	3.387.367	3.706.118	0.23	216.6	13.03	65.86	1.319.265	6.758.399	955	1.071.982	1.297.798	1.248	3.583	0.364
27/09/2022 0:00	5	12.65	-1.018.763	2.010.098	3.310.551	3.664.093	0.121	212.5	12.48	67.87	1.266.961	69.385	955	974.755	124.474	1.246	3.606	0.364
27/09/2022 1:00	6	12.62	-1.476.004	2.136.792	3.221.096	362.238	0.163	166.3	11.71	69.96	1.187.203	7.153.748	955	8.855.433	1.170.923	1.247	3.617	0.363
27/09/2022 2:00	7	12.6	-1.165.604	1.945.408	3.248.212	3.609.005	0.174	136.6	11.12	71.49	1.128.898	7.314.654	955	8.746.766	111.478	1.255	3.606	0.365
27/09/2022 3:00	8	12.58	-0.6604351	2.022.667	3.275.247	3.605.786	0.196	248.4	10.87	71.98	1.104.857	7.363.317	955	860.895	1.084.817	1.264	3.605	0.365
27/09/2022 4:00	9	12.57	-0.3273964	2.291.377	3.214.254	3.581.758	0.293	235.2	10.9	70.53	109.886	7.258.627	955	8.178.849	10.72	1.266	3.605	0.366
27/09/2022 5:00	10	12.56	-1.459.197	1.967.127	309.953	3.565.185	0.12	250.2	10.84	71.55	1.096.238	7.342.818	954	764.415	1.079.063	1.257	3.609	0.365
27/09/2022 6:00	11	12.55	-1.470.536	2.313.073	3.032.301	3.528.932	0.565	173.3	10.32	72.05	1.039.472	7.412.368	954	69.556	1.018.305	1.254	3.607	0.364
27/09/2022 7:00	12	12.55	-1.860.092	2.340.928	3.020.785	3.502.851	0.17	138.2	9.89	72.61	1.002.049	7.440.694	954	6.392.849	9.818.683	1.256	3.619	0.362
27/09/2022 8:00	13	12.54	1.227.371	4.506.143	3.026.563	3.477.591	0.117	151.6	9.05	76.44	9.230.718	7.793.461	955	586.855	878.165	1.269	3.615	0.362
28/09/2022 14:00	14	13.83	NAN	NAN	NAN	NAN	10.97	7.125	-52.57	-1.245	-5.398.652	-1.538.319	505.6	NAN	0	0	0	-1.307
28/09/2022 15:00	15	12.81	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	552.3	NAN	5.100.581	NAN	NAN	-0.227
28/09/2022 16:00	16	13.63	6.673.233	3.755.574	2.314.828	3.212.709	1.49	263	4.357	31.55	5.558.163	3.008.372	656.1	-1.430.583	918.925	7.125	-0.136	0.827
28/09/2022 17:00	17	13.17	8.218.067	7.078.302	2.219.987	2.976.431	2.131	250.9	-0.873	46.96	-0.3387705	4.676.705	655.7	-5.278.383	0.06091665	7.262	-0.252	0.667
28/09/2022 18:00	18	13.12	1.830.036	1.376.784	2.427.946	2.974.099	2.75	253.2	-0.914	54.15	-0.5921421	547.659	655.4	-501.605	-0.4302666	7.298	-0.247	0.772
28/09/2022 19:00	19	13.36	1.415.948	101.498	267.098	3.023.113	1.216	243.1	-0.383	55.37	0.0691878	553.672	655.4	-39.169	0.4111	7.325	-0.235	0.805
28/09/2022 20:00	20	12.97	1.453.213	1.145.301	2.669.614	2.973.444	1.152	108.8	-1.651	61.64	-1.341.703	6.207.428	655.4	-49.007	-1.354.633	7.342	-0.244	0.728
28/09/2022 21:00	21	12.8	-1.121.482	0.7696259	2.534.711	2.889.037	1.336	86.3	-2.583	61.67	-2.501.601	6.312.013	655.6	-6.701.133	-2.578.467	7.357	-0.25	0.729
28/09/2022 22:00	22	12.73	-122.897	0.6398678	2.534.974	2.875.274	1.236	38.94	-2.856	57.69	-2.765.035	5.902.802	655.8	-7.053.566	-2.824.167	7.365	-0.249	0.756
28/09/2022 23:00	23	12.69	-2.500.492	0.8439374	2.192.841	2.788.669	1.68	87.7	-3.249	54.4	-3.319.799	5.637.492	655.9	-9.198.633	-3.359.967	7.365	-0.249	0.754
29/09/2022 0:00	24	12.66	-2.280.325	1.010.985	2.149.964	2.735.868	1.422	222.6	-4.012	62.57	-4.078.729	6.469.511	655.7	-105.007	-4.011.467	7.379	-0.25	0.752
29/09/2022 1:00	25	12.63	-1.025.807	1.394.451	229.466	2.747.769	1.226	278.2	-4.322	65.9	-4.410.697	6.830.225	655.4	-1.010.223	-4.345.433	7.386	-0.246	0.768
29/09/2022 2:00	26	12.59	-1.596.668	1.258.437	2.223.556	2.739.209	1.876	89.9	-4.134	60.44	-4.266.729	6.291.737	655	-1.040.932	-4.255.183	7.385	-0.242	0.789
29/09/2022 3:00	27	12.57	-1.955.593	1.512.002	2.088.443	2.692.788	1.182	217.2	-4.522	60.24	-4.629.307	6.276.311	654.8	-115.356	-4.618.933	7.398	-0.234	0.773
29/09/2022 4:00	28	12.54	-1.469.604	1.713.076	2.075.524	2.684.477	1.922	225.2	-4.251	55.26	-446.389	5.795.941	654.4	-11.678	-442.015	7.408	-0.233	0.779
29/09/2022 5:00	29	12.51	-2.486.978	0.5349397	2.101.866	2.697.069	2.047	79.14	-3.742	53.42	-3.805.418	5.544.467	654.2	-115.529	-3.772.817	7.402	-0.235	0.788
29/09/2022 6:00	30	12.49	-243.328	0.9802094	2.073.136	2.673.604	2.301	280	-4.5	56.22	-461.869	5.854.234	653.9	-1.213.367	-455.605	7.419	-0.236	0.78
29/09/2022 7:00	31	12.48	-2.229.897	1.199.801	2.060.666	266.459	1.481	223	-4.727	57.75	-4.901.408	6.026.425	653.8	-1.237.792	-480.365	7.415	-0.237	0.78
29/09/2022 8:00	32	12.47	1.731.132	1.612.057	2.051.671	2.657.351	1.69	178.9	-4.8	59.48	-4.997.079	6.231.195	654	-1.249.417	-4.963.067	7.421	-0.226	0.79
29/09/2022 9:00	33	12.55	2.153.081	1.301.971	2.092.782	2.722.103	1.73	47.93	-3.093	55.55	-2.756.013	5.618.734	654.3	-1.078.892	-3.451.766	7.42	-0.215	0.841
29/09/2022 10:00	34	12.99	5.467.902	3.822.531	2.186.322	3.003.163	0.426	98.9	4.498	37.66	5.948.323	3.519.157	654.8	-4.837.133	2.466.117	7.408	-0.216	0.914
29/09/2022 11:00	35	13.95	7.999.345	5.272.687	2.292.845	3.155.636	1.551	80.3	2.646	41.68	5.594.923	3.544.578	655.3	-15.853	5.228.117	7.391	-0.193	1.007
29/09/2022 12:00	36	13.75	9.253.421	5.812.301	2.299.571	3.259.239	1.33	174.5	5.662	34.56	7.614.769	3.167.474	655.5	-0.8006833	7.465.799	7.392	-0.177	0.998
29/09/2022 13:00	37	13.71	1.025.127	6.200.058	2.290.736	3.254.365	1.689	227.5	3.458	35.96	5.729.081	3.267.443	655.6	-0.87585	61.444	7.413	-0.16	0.913
29/09/2022 14:00	38	13.7	1.057.381	641.881	2.311.478	3.250.082	2.135	235.4	2.24	38.98	433.688	3.537.065	655.4	-0.3481667	7.048.767	7.505	-0.168	0.867
29/09/2022 15:00	39	13.75	1.004.218	5.781.146	2.328.383	3.205.745	3.829	197	0.482	51.7	1.489.487	506.028	655.4	-1.600.617	2.210.933	7.671	-0.215	0.841
29/09/2022 16:00	40	13.67	6.057.679	354.106	2.361.065	3.116.522	3.81	206.2	-1.012	60.92	-0.4036382	605.169	655.2	-239.245	-0.1676667	7.734	-0.246	0.79
29/09/2022 17:00	41	13.39	1.097.349	8.435.777	2.258.038	2.986.446	3.665	196.3	-2.644	70.92	-2.317.181	7.125.179	654.9	-45.623	-2.441.383	7.869	-0.25	0.682
29/09/2022 18:00	42	13.24	8.001.916	6.319.197	2.210.466	2.944.056	2.781	180.2	-2.968	69.37	-2.723.763	7.018.537	655	-56.203	-285.155	7.904	-0.229	0.718
29/09/2022 19:00	43	13.03	4.014.123	3.466.228	2.165.051	2.892.617	2.262	194.9	-3.306	68.94	-3.088.308	698.578	655.3	-6.786.066	-3.224.817	7.924	-0.233	0.722
29/09/2022 20:00	44	12.83	5.656.186	8.522.642	2.095.964	2.821.127	1.707	237.1	-3.577	63.3	-3.574.569	6.527.807	655.4	-8.302.466	-3.597.583	7.935	-0.212	0.717
29/09/2022 21:00	45	12.74	-2.650.515	1.654.056	2.060.491	2.763.127	1.358	89.9	-4.249	66.33	-4.293.366	6.840.579	655.7	-9.633.183	-436.195	7.936	-0.232	0.722
29/09/2022 22:00	46	12.69	-2.529.274	172.844	2.016.271	2.721.454	1.595	132.5	-4.645	66.03	-471.354	683.764	655.8	-105.663	-471.565	7.941	-0.234	0.727
29/09/2022 23:00	47	12.66	-2.631.173	1.886.244	1.968.342	2.692.888	1.796	45.36	-4.85	58.08	-4.954.422	6.027.072	656	-1.129.438	-5.069.033	7.953	-0.229	0.742
30/09/2022 0:00	48	12.63	-3.007.168	1.867.765	1.968.131	2.673.346	1.741	129	-5.025	55.97	-5.148.472	5.814.531	656.1	-1.182.062	-52.673	7.945	-0.227	0.747
30/09/2022 1:00	49	12.6	-2.976.137	1.855.434	1.937.959	2.665.827	1.411	214.6	-5.142	58.88	-521.721	6.120.396	656	-1.205.998	-5.379.033	7.957	-0.22	0.754
30/09/2022 2:00	50	12.57	-336.906	1.589.511	1.934.702	265.278	1.98	118.3	-5.149	53.74	-517.844	5.556.141	655.9	-1.238.787	-5.341.549	7.955	-0.225	0.754
30/09/2022 3:00	51	12.54	-3.024.273	1.799.819	1.926.502	2.645.077	2.384	269.5	-5.152	50.69	-52.005	5.261.363	655.7	-125.239	-5.314.867	7.952	-0.22	0.753
30/09/2022 4:00	52	12.52	-3.335.186	1.410.171	1.903.099	2.623.545	1.636	225.6	-5.147	40.32	-5.288.181	4.197.557	655.5	-1.326.848	-5.411.049	7.969	-0.216	0.758
30/09/2022 5:00	53	12.5	-2.719.066	2.034.885	1.882.103	2.596.187	2.142	179.4	-4.992	31.66	-5.234.972	3.321.453	655.3	-1.404.378	-5.371.033	7.964	-0.215	0.754
30/09/2022 6:00	54	12.48	-3.143.029	1.394.729	1.867.071	2.591.997	2.391	36.85	-4.907	30.19	-5.058.018	3.150.797	655.3	-140.832	-5.188.783	7.966	-0.2	0.762
30/09/2022 7:00	55	12.46	-2.939.555	1.379.279	1.840.844	2.568.269	2.289	127.8	-5.12	23.2	-535.231	2.431.142	655.2	-1.482.647	-533.265	7.969	-0.219	0.756
30/09/2022 8:00	56	12.45	179.432	1.739.618	1.835.086	2.557.413	1.79	253.9	-4.874	21.74	-5.070.852	226.344	655.4	-150.132	-5.127.217	7.976	-0.213	0.766
30/09/2022 9:00	57	12.54	2.337.775	1.356.277	1.889.093	2.638.039	2.155	51.36	-3.066	20.74	-2.666.129	2.085.728	655.8	-1.300.892	-3.534.966	7.966	-0.198	0.808
30/09/2022 10:00	58	13.05	5.862.982	3.895.164	1.975.033	2.890.615	2.039	54.08	0.29	17.21	1.888.258	1.598.716	656.3	-7.269.383	-0.01643334	7.953	-0.192	0.87
30/09/2022 11:00	59	14.06	7.916.743	4.980.841	2.030.298	3.048.128	1.931	69.86	2.217	14.96	4.642.868	1.306.847	656.8	-37.899	3.801.383	7.945	-0.173	0.95
30/09/2022 12:00	60	13.95	9.478.567	5.751.749	2.074.363	3.122.442	2.887	109.7	2.276	15.88	4.078.496	1.451.997	657.3	-27.901	5.462.833	7.935	-0.154	0.989
30/09/2022 13:00	61	13.86	1.024.432	5.998.621	2.115.327	3.223.253	1.517	134.1	4.375	15.71	6.047.686	1.437.051	657.3	-1.315.067	6.783.933	7.978	-0.167	0.972
30/09/2022 14:00	62	13.82	1.037.116	6.086.939	2.139.991	3.245.442	1.465	193.1	4.248	16.19	5.720.701	1.501.146	657.4	-0.6375666	6.483.233	8.06	-0.17	0.886
30/09/2022 15:00	63	13.81	9.687.311	5.342.221	2.172.221	3.232.368	1.873	200.5	4.26	19.89	5.698.794	1.875.661	657.1	-0.79065	6.955.833	8.15	-0.191	0.845
30/09/2022 16:00	64	13.67	7.019.041	3.757.626	2.182.251	3.143.863	3.238	209.4	2.176	26.62	3.117.831	2.592.629	656.7	-2.795.867	3.811.183	8.28	-0.18	0.84
30/09/2022 17:00	65	13.37	7.729.375	6.375.341	2.135.313	2.962.958	4.783	208.7	-0.504	38.78	-0.2152405	3.918.533	656.5	-5.425.233	-0.3977	8.36	-0.189	0.809
30/09/2022 18:00	66	13.2	6.822.687	5.297.268	2.155.657	2.925.623	5.664	210.3	-1.051	41.04	-0.8974571	4.164.397	656.6	-6.152.166	-1.037.733	8.26	-0.248	0.774
30/09/2022 19:00	67	13.01	3.238.821	284.985	215.474	2.875.922	2.986	216.5	-1.638	46.27	-1.472.591	4.699.466	656.8	-7.357.399	-1.601.767	8.39	-0.201	0.741
30/09/2022 20:00	68	12.82	7.698.046	9.532.522	2.151.234	2.813.703	1.634	75.96	-2.502	49.49	-2.499.846	5.092.761	656.8	-8.504.267	-2.701.467	8.37	-0.21	0.719
30/09/2022 21:00	69	12.73	-2.370.587	2.046.554	2.126.456	2.775.974	1.736	277.9	-2.938	49.95	-3.048	5.190.479	657	-9.345.133	-3.114.983	8.37	-0.206	0.709
30/09/2022 22:00	70	12.68	-2.989.576	1.966.299	2.105.873	2.775.668	1.865	278.8	-3.001	59.04	-3.001.487	6.077.032	657.1	-9.32	-3.191.633	8.38	-0.215	0.72
30/09/2022 23:00	71	12.65	-2.755.135	1.465.498	2.062.978	2.757.661	2.09	227.4	-2.79	60.39	-2.964.945	6.305.391	657.1	-98.706	-2.916.983	8.37	-0.207	0.729
01/10/2022 0:00	72	12.61	-2.814.567	1.984.986	2.008.703	2.716.406	1.785	201.2	-3.106	46.06	-3.280.708	4.815.812	656.9	-1.088.438	-3.259.316	8.39	-0.197	0.73
01/10/2022 1:00	73	12.58	-2.226.801	2.671.399	2.006.184	2.700.478	1.666	301.1	-2.106	27.67	-2.261.039	2.879.729	656.7	-1.123.022	-2.354.933	8.39	-0.201	0.737
01/10/2022 2:00	74	12.55	-3.244.049	1.378.954	1.957.051	2.677.009	1.754	174.1	-2.06	21.34	-2.283.587	2.224.338	656.5	-1.212.527	-2.207.516	8.37	-0.206	0.737
01/10/2022 3:00	75	12.53	-235.957	1.641.761	2.016.937	2.673.673	1.778	177.5	-2.209	19.03	-2.470.741	1.980.992	656.1	-1.210.988	-243.725	8.39	-0.198	0.734
01/10/2022 4:00	76	12.5	-1.054.015	1.125.413	2.388.838	2.737.448	1.853	307.7	-1.581	19.16	-1.745.213	1.986.202	655.5	-1.052.103	-1.682.367	8.39	-0.204	0.758
01/10/2022 5:00	77	12.49	-1.183.891	0.4389926	2.439.611	2.769.552	1.812	313	-1.25	19.19	-1.386.325	1.974.226	655.4	-9.847.816	-1.312.083	8.38	-0.202	0.776
01/10/2022 6:00	78	12.47	-1.223.404	0.5378997	2.417.218	2.765.567	1.761	219.6	-1.597	20.17	-1.696.436	2.071.007	655.4	-994.175	-170.985	8.38	-0.184	0.77
01/10/2022 7:00	79	12.46	-2.398.798	1.013.978	2.147.197	2.719.058	1.695	309.5	-1.993	20.06	-2.094.644	207.495	655.4	-1.112.208	-2.081.083	8.38	-0.193	0.749
01/10/2022 8:00	80	12.45	3.390.565	2.588.978	2.053.066	2.688.752	1.675	263.8	-2.243	20.72	-2.451.936	2.150.649	655.8	-1.178.218	-250.365	8.4	-0.19	0.739
01/10/2022 9:00	81	12.58	2.177.514	1.397.443	206.687	2.760.712	0.897	274.4	0.298	18.92	0.4357751	1.922.351	656.2	-1.001.457	-0.57175	8.4	-0.194	0.809
01/10/2022 10:00	82	13.13	5.737.543	3.676.838	2.166.512	3.044.199	0.361	198	7.365	15.16	7.855.185	1.524.074	656.6	-3.985.483	51.894	8.39	-0.18	0.858
01/10/2022 11:00	83	13.97	6.799.737	4.158.864	2.250.506	3.170.366	0.699	161	7.769	16.44	9.336.508	1.522.263	657	-1.725.467	7.625.816	8.37	-0.162	0.916
01/10/2022 12:00	84	13.86	8.875.217	521.754	2.308.196	323.883	2.022	223	5.964	23.51	7.769.257	2.159.467	657.4	-122.605	6.483.383	8.44	-0.141	0.956
01/10/2022 13:00	85	13.81	8.412.929	4.822.261	2.360.383	3.261.008	1.797	242.4	5.949	22.62	753.033	2.130.777	657.6	-0.4503666	7.801.067	8.5	-0.169	0.928
01/10/2022 14:00	86	13.77	NAN	5.952.681	2.300.969	3.286.234	2.015	207.8	5.227	25.51	7.095.424	2.385.433	657.6	-0.38885	8.095.149	8.58	-0.196	0.858
01/10/2022 15:00	87	13.77	9.578.403	5.135.793	2.279.331	3.269.291	2.365	194.9	5.315	29.8	6.871.908	2.818.004	657.6	-1.269.883	8.730.316	8.67	-0.215	0.82
01/10/2022 16:00	88	13.64	6.849.121	3.562.401	223.345	318.292	2.574	210.6	2.573	40.42	3.289.328	3.989.832	657.3	-1.083.617	3.908.916	8.76	-0.112	0.814
01/10/2022 17:00	89	13.28	6.368.032	5.483.952	2.162.786	3.009.786	1.827	226	0.383	48.02	0.7184817	4.837.059	657.3	-4.081.133	0.48325	8.83	-0.133	0.787
01/10/2022 18:00	90	13.08	4.528.273	3.920.606	2.150.185	2.959.511	1.748	226.5	-0.52	52.14	-0.3127289	5.297.986	657.3	-50.771	-0.5079833	8.86	-0.132	0.747
01/10/2022 19:00	91	12.93	3.020.781	2.780.961	2.145.976	2.910.874	0.907	237.5	-0.896	51.62	-0.7663949	5.268.188	657.5	-6.119.483	-1.045.317	8.86	-0.136	0.717
01/10/2022 20:00	92	12.78	5.892.931	8.790.686	2.146.394	2.869.201	1.128	296.4	-1.471	55.56	-1.411.245	5.702.208	657.7	-7.113.766	-153.675	8.87	-0.13	0.693
01/10/2022 21:00	93	12.71	-2.760.391	1.718.774	2.125.231	2.835.877	1.979	224.7	-1.971	57.06	-2.103.505	5.930.579	658	-797.445	-2.053.983	8.87	-0.141	0.688
01/10/2022 22:00	94	12.67	-2.918.796	2.228.985	2.059.829	2.798.503	1.704	317.6	-1.887	48.54	-203.955	5.064.329	658.2	-8.828.816	-2.026.583	8.88	-0.134	0.69
01/10/2022 23:00	95	12.64	-2.887.839	2.485.697	1.994.736	2.754.336	1.765	261.4	-2.017	38.29	-2.204.777	4.000.023	658.3	-9.836.967	-2.220.633	8.87	-0.128	0.694
02/10/2022 0:00	96	12.61	-3.031.985	1.960.137	1.993.151	2.743.783	2.103	275.6	-1.529	32.73	-1.645.662	3.395.237	658.2	-1.024.047	-1.703.917	8.89	-0.143	0.703
02/10/2022 1:00	97	12.58	-3.102.667	1.935.422	1.932.108	2.708.862	1.816	310.3	-2.184	31.96	-2.319.925	3.326.059	658	-1.096.343	-2.310.183	8.89	-0.134	0.702
02/10/2022 2:00	98	12.55	-3.232.746	2.185.917	1.881.602	2.678.254	1.744	176.4	-2.103	21.9	-2.292.301	2.273.494	657.8	-1.178.747	-2.379.717	8.9	-0.134	0.704
02/10/2022 3:00	99	12.52	-3.235.692	2.380.797	1.841.862	2.645.609	1.727	225.6	-2.611	19.25	-27.953	1.998.225	657.7	-1.255.813	-2.856.416	8.88	-0.13	0.702
02/10/2022 4:00	100	12.5	-3.303.615	1.842.851	1.820.229	2.635.835	2.232	276.7	-2.412	16.08	-2.694.252	1.673.725	657.4	-1.288.433	-2.668.533	8.88	-0.13	0.708
02/10/2022 5:00	101	12.48	-3.521.272	1.821.234	1.806.604	2.621.846	2.448	268.5	-2.385	14.74	-2.655.835	1.527.448	657.3	-1.331.778	-25.922	8.9	-0.124	0.711
02/10/2022 6:00	102	12.47	-3.673.945	1.651.201	1.786.767	2.612.182	2.513	333.5	-2.389	13.08	-2.697.194	1.360.732	657.3	-1.357.813	-26.275	8.9	-0.122	0.709
02/10/2022 7:00	103	12.45	-3.416.765	1.876.925	1.780.993	2.612.587	2.267	317.1	-2.077	11.07	-2.394.492	1.136.816	657.4	-1.356.373	-231.765	8.9	-0.118	0.717
02/10/2022 8:00	104	12.45	1.927.073	183.421	1.792.706	261.965	2.082	309.1	-1.326	10.41	-1.672.632	1.078.884	657.7	-13.393	-1.669.917	8.9	-0.123	0.732
02/10/2022 9:00	105	12.54	2.469.115	1.510.635	1.864.636	2.714.322	0.902	152.8	1.71	9.8	2.136.084	9.892.048	657.8	-111.913	0.7502167	8.9	-0.123	0.774
02/10/2022 10:00	106	13.12	6.092.416	3.754.569	1.983.497	3.019.084	1.192	175.7	7.284	8.31	9.207.183	7.691.633	658.2	-4.837.283	5.350.767	8.88	-0.114	0.832
02/10/2022 11:00	107	13.93	8.055.573	4.701.278	2.055.649	3.221.687	0.61	232.3	10.84	8.94	1.292.817	768.577	658.5	-127.275	8.083.366	8.86	-0.098	0.934
02/10/2022 12:00	108	13.74	940.688	5.300.248	2.152.653	3.320.155	0.715	233.2	13.5	6.999	1.535.763	5.838.408	658.6	-0.03065	101.686	8.87	-0.086	0.96
02/10/2022 13:00	109	13.68	1.014.638	5.512.771	2.228.472	3.355.276	0.396	106.6	12.07	9.39	1.415.561	8.152.632	658.8	0.63285	1.193.612	8.91	-0.091	0.892
02/10/2022 14:00	110	13.67	1.022.701	5.603.889	2.273.814	3.359.124	0.887	156.4	9.91	12.42	1.189.752	1.117.809	658.7	0.3276833	1.341.128	8.98	-0.103	0.813
02/10/2022 15:00	111	13.69	9.562.021	5.000.012	2.287.489	3.305.175	1.525	121.5	8.05	16.69	9.592.787	1.571.917	658.5	0.8113167	1.224.375	9.07	-0.052	0.79
02/10/2022 16:00	112	13.59	6.559.616	3.356.429	2.284.077	3.219.867	3.312	189.2	6.162	20.64	74.454	1.954.849	658.3	-232.725	1.013.287	9.18	0.033	0.784
02/10/2022 17:00	113	13.21	5.496.872	4.750.282	2.207.821	303.368	1.11	166.6	2.448	32.57	2.785.842	3.221.049	658	-36.865	2.569.633	9.23	0.058	0.714
02/10/2022 18:00	114	13.02	3.939.001	3.365.891	221.27	2.977.623	1.691	80.2	1.545	35.11	1.726.375	3.550.587	657.8	-48.754	150.895	9.27	0.056	0.652
02/10/2022 19:00	115	12.88	2.693.381	2.435.468	2.213.978	2.949.345	1.56	158	0.955	40.49	102.898	4.119.187	657.8	-5.449.283	0.8060666	9.28	0.046	0.657
02/10/2022 20:00	116	12.76	5.361.191	787.483	219.945	2.921.607	2.095	329	0.908	41.05	0.7429364	4.261.937	657.8	-6.130.949	0.7430167	9.28	0.039	0.656
02/10/2022 21:00	117	12.71	-3.070.738	1.653.619	2.175.656	2.896.593	2.102	178.8	0.689	41.25	0.5076053	428.694	657.8	-675.615	0.5697333	9.29	0.05	0.659
02/10/2022 22:00	118	12.67	-3.045.429	157.641	2.137.702	2.870.328	2.35	282.8	0.473	43.11	0.2340107	4.498.431	657.8	-7.336.899	0.3006667	9.29	0.043	0.668
02/10/2022 23:00	119	12.63	-3.003.149	1.941.216	2.095.381	2.834.924	1.546	271.5	0.356	33.2	0.1401844	3.454.823	657.6	-81.697	0.16865	9.29	0.042	0.672
03/10/2022 0:00	120	12.6	-300.885	1.916.514	2.076.682	2.816.368	2.07	271	0.691	27.7	0.4207598	2.880.107	657.3	-8.678.967	0.4705666	9.29	0.042	0.676
03/10/2022 1:00	121	12.57	-2.864.782	2.506.941	2.054.055	2.793.448	1.37	210.7	0.617	26.13	0.3570309	271.639	656.9	-9.222.116	0.1597	9.3	0.047	0.681
03/10/2022 2:00	122	12.54	-304.566	2.392.609	2.037.756	2.775.403	1.839	256.6	-0.155	28.29	-0.1983757	2.893.119	656.6	-94.485	-0.3328	9.31	0.051	0.676
03/10/2022 3:00	123	12.52	-3.288.753	1.913.541	2.026.631	2.757.965	1.571	310.5	-0.482	26.9	-0.6143195	27.714	656.2	-10.008	-0.63865	9.3	0.045	0.678
03/10/2022 4:00	124	12.5	-2.986.533	2.095.993	2.011.473	2.751.095	2.181	318.2	-0.495	27.92	-0.6607526	289.165	655.9	-1.023.997	-0.68115	9.29	0.054	0.683
03/10/2022 5:00	125	12.49	-2.995.059	2.392.816	2.011.567	2.737.611	1.514	241.9	-0.546	23.38	-0.6343778	2.393.097	655.5	-1.052.483	-0.7276833	9.29	0.049	0.683
03/10/2022 6:00	126	12.47	-1.780.064	140.353	2.287.744	2.773.354	1.82	294.2	-0.312	21.33	-0.4452012	218.543	655.2	-9.661.483	-0.4206833	9.29	0.045	0.699
03/10/2022 7:00	127	12.46	-2.008.853	2.058.841	2.209.794	2.766.028	1.82	300.9	-0.268	21.22	-0.3717041	2.159.275	654.9	-9.853.183	-0.4276	9.29	0.055	0.696
03/10/2022 8:00	128	12.47	4.717.639	3.269.274	2.333.434	2.804.016	1.681	224.4	0.516	16.83	0.3338114	1.744.843	654.9	-9.088.599	0.2122333	9.29	0.053	0.723
03/10/2022 9:00	129	12.65	2.333.338	1.488.486	231.723	2.919.911	0.793	111.5	3.514	15.7	3.601.952	1.595.253	654.7	-6.564.383	2.490.883	9.29	0.044	0.773
03/10/2022 10:00	130	13.31	4.849.265	2.981.064	241.233	3.156.179	0.869	214	8.55	14.4	1.005.388	1.341.247	654.7	-18.016	7.313.533	9.28	0.054	0.802
03/10/2022 11:00	131	14.06	3.922.686	2.473.849	2.596.849	3.156.432	1.282	150.6	4.714	21.04	5.763.943	2.037.489	654.6	-1.804.767	5.466.816	9.28	0.088	0.801
03/10/2022 12:00	132	14.09	5.498.192	3.459.907	2.676.522	3.192.132	1.24	157.1	4.636	24.93	5.537.887	2.392.235	654.5	-0.49075	5.676.067	9.3	0.089	0.802
03/10/2022 13:00	133	14.06	6.445.569	3.983.662	2.681.723	3.213.834	1.773	195	3.578	29.55	4.317.223	2.897.387	654.4	-0.623	4.203.267	9.32	0.114	0.801
03/10/2022 14:00	134	14	NAN	4.780.211	262.07	3.236.881	2.421	168.2	3.749	27.07	4.569.342	2.662.794	653.6	-0.17355	4.739.933	9.36	0.144	0.803
03/10/2022 15:00	135	14	6.037.767	3.693.388	270.673	3.188.533	2.716	187.8	2.05	38.71	2.890.095	3.789.349	653.2	-0.9270332	28.432	9.36	0.156	0.788
03/10/2022 16:00	136	14.07	5.515.533	3.154.661	2.514.037	3.137.332	3.792	164.2	0.081	50.52	0.7417691	4.981.072	652.9	-17.042	0.8722666	9.36	0.181	0.783
03/10/2022 17:00	137	14.15	2.766.556	1.692.944	2.450.753	3.056.381	3.744	181.8	-1.697	58.28	-134.629	5.845.076	652.8	-2.932.383	-1.434.367	9.46	0.192	0.77
03/10/2022 18:00	138	14.26	2.422.842	1.539.277	2.697.914	3.057.129	3.003	149.3	-1.559	51.58	-1.156.932	5.170.708	652.5	-292.275	-1.204	9.49	0.244	0.768
